gene,sander,lof_z,ios,exac,pNull,pRec,miss_z,zhang,krish,n_syn,mu_lof,mu_mis,mu_syn,bp,DF,EC,AS,CE,core,Hub
ZFR,0.505402483,2.166660027,-1.525098357,1.609317215,-0.590753996,-1.320593114,1.964655332,1.817980059,0.403612968,0.526167005,1.278302019,0.58434809,0.340829903,0.769259593,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
MAST3,-0.42889719,1.553432862,-1.086259009,1.606693106,-0.590753996,-1.317701659,2.411047747,1.580192157,-0.357075187,1.538949213,1.122826762,2.192339081,2.187422368,1.152540448,0.120152768,-0.134876032,-0.123971353,-0.23471281,0.936239342,-0.117066011
MYH10,-6.087270796,2.808792544,-1.21924719,1.609312037,-0.590753996,-1.320587409,2.8542312,1.334925287,2.570052833,2.196180221,2.920931917,2.41903945,2.047174839,2.290966138,-0.012974835,-0.002219217,0.056356882,1.140610917,1.754800329,-0.091958895
BTAF1,-0.840703498,3.065441945,-1.760489602,1.609318021,-0.590753996,-1.320594002,1.682338463,1.954939141,0.032397148,1.603594886,2.495064906,1.433156449,1.053754842,2.033270924,0.740231415,0.128033443,0.206362324,2.908709392,3.300971081,0.06032011
TAF1,0.559834361,2.294893636,-1.338714152,1.609317425,-0.590753996,-1.320593345,3.087630915,1.204475566,-0.551811354,0.9355896,2.346349442,1.970910813,1.264126136,2.105034148,1.078959892,0.149711547,0.231516821,2.80500176,3.119068639,0.015470981
ATP2A2,0.520008498,1.488775081,-1.601757964,1.604997313,-0.590753996,-1.315833096,2.712987004,1.401535218,1.778937152,0.784749697,0.683440164,0.663429615,0.691448726,0.717068157,0.35484067,-0.13370852,-0.123190108,-0.204428087,0.754336901,-0.115834463
PUM1,-0.307524115,2.031013167,-1.658932844,1.609315224,-0.590753996,-1.320590907,2.203952554,1.662120669,3.817581406,0.806298254,1.034949442,0.890129984,0.820008961,0.955191582,-0.373165277,-0.132706089,-0.122775144,-0.256803875,-0.60993141,-0.117385764
WDR26,-1.330005744,1.199567698,-0.935695211,1.608530089,-0.590753994,-1.319725798,1.822387172,1.862577576,0.59226363,-0.389646694,0.156176246,0.078226336,0.13045861,0.095663877,0.882659878,-0.098436017,-0.109082673,-0.071712706,0.754336901,-0.060108792
NCDN,0.498253543,0.829715843,-1.617995236,1.601343876,-0.590753333,-1.311807951,2.303337732,1.607231014,1.955416804,0.493844169,-0.175053651,0.420912941,0.551201197,0.206570678,-0.31488882,-0.135032291,-0.124308772,-0.250718083,-0.518980189,-0.117268605
HNRNPH1,0.384573641,1.051584866,-1.028237823,1.607237836,-0.590753971,-1.318301905,2.24413143,1.630058796,-0.095398462,-0.314226742,-0.093936125,-0.348813894,-0.368588847,-0.250104384,14.17270705,4.77388695,0.258288798,9.689189873,6.120458923,6.807686216
ZNF629,0.518789017,0.675089079,-0.809575888,1.590555101,-0.590748623,-1.299923617,2.486992293,1.504884375,0.117594222,0.439972775,-0.114215507,0.842681069,1.135565901,0.434908209,-0.077296916,-0.119865595,-0.113080168,-0.177214817,-0.081834243,-0.10323273
SHANK3,-7.129818669,1.427754097,0.212289786,1.608926313,-0.590753996,-1.320162387,2.399853526,1.528642829,0.239304327,2.196180221,1.440537071,3.705432243,4.676816008,1.866910723,-0.085670781,-0.134977016,-0.124163999,-0.249364571,0.208629576,-0.117186668
OSBP,0.462749961,1.538976296,-1.499315537,1.608200769,-0.590753996,-1.319362924,1.996766264,1.724082093,-0.497041807,0.138292968,0.859194803,0.368191925,0.410953668,0.333787302,-0.199282307,-0.105143403,-0.121321124,-0.118324653,-0.337077748,-0.069017805
CAMK2A,-1.203119286,1.204615312,-1.384080107,1.604443583,-0.590753988,-1.315222956,2.608887007,1.39821047,3.324655482,-0.055644051,0.250813359,-0.111569322,-0.093937436,-0.184865089,1.402562137,-0.132698294,-0.121023022,-0.161237418,1.754800329,-0.116316591
HECTD1,-0.617911135,3.724543428,-1.788240577,1.609318021,-0.590753996,-1.320594002,2.217456975,1.600215522,-0.18668104,2.174631663,4.117415422,2.71427714,1.918614605,3.274448502,-0.301360664,-0.133371111,-0.123860078,-0.236225024,-0.60993141,-0.11422888
ZNF319,0.496595552,0.328853401,-1.529329889,1.510512972,-0.590432645,-1.211968904,2.381539029,1.589526685,-0.691777975,0.321455708,-0.450177259,0.373464026,0.64469955,-0.03318373,0.200800641,-0.057364928,-0.024185053,0.038083056,0.105046777,-0.06926399
NOL4,0.510298555,1.276960481,-1.450308496,1.606358934,-0.590753994,-1.317333443,1.083833352,2.194149264,2.710019453,0.084421574,0.392769029,0.036049523,0.008910752,0.058151283,-0.299556484,-0.127276677,-0.120328455,-0.235919874,-0.518980189,-0.116848679
SLC12A5,0.531506239,1.862404015,-1.522146126,1.609286934,-0.590753996,-1.320559824,2.763448116,1.297913295,3.872350954,0.9355896,0.886233978,1.132646658,0.983631078,0.875273447,-0.34440405,-0.135157224,-0.124314452,-0.263465853,-0.700882631,-0.117383925
DIDO1,0.471446508,2.312567245,-1.746574752,1.609295475,-0.590753996,-1.320569162,1.32131985,2.065101917,-0.509212818,3.866193437,2.150315422,3.626350718,4.232698833,2.670985028,-0.323278363,-0.084598513,-0.07470313,-0.092542201,-0.428028969,-0.110367115
BCL11B,0.541553039,0.405437934,0.240335984,1.437827351,-0.59049235,-1.131832018,3.285611162,1.17105435,1.541602447,1.20494657,-0.127735094,1.543870583,2.561415779,0.475682768,-0.104610365,-0.126131045,-0.124314452,-0.213166738,-0.428028969,-0.104782607
PLXND1,0.577280519,2.201713498,-1.734765827,1.609292925,-0.590753996,-1.320566283,2.140373701,1.625776729,-0.326647661,2.853411229,1.93400202,3.615806515,4.419695538,2.157225584,-0.373165277,-0.135156724,-0.124312324,-0.263470841,-0.60993141,-0.117385764
LPHN1,-1.608890844,2.241174161,-1.801919249,1.609317622,-0.590753996,-1.320593563,2.256147681,1.560195125,4.127942174,2.519408585,1.541933978,2.229243792,2.596477661,1.421652538,-0.272167901,-0.134727214,-0.123537843,-0.253954366,-0.155175306,-0.117295834
ATP2B1,0.509377283,1.945089874,-1.591759741,1.609312017,-0.590753996,-1.320587382,2.517801434,1.419276639,3.823666912,0.407649938,0.90651336,0.621252802,0.317455315,1.007383018,1.587300239,-0.132126567,-0.120417661,-0.180973977,1.754800329,-0.114880776
HNRNPA0,0.384538088,0.000635924,-0.292049735,1.276426063,-0.583762938,-0.959143735,2.454468234,1.747673231,0.275817358,-0.292678184,-0.625255919,-0.185378744,0.118771316,-0.484965844,9.159633484,2.931841014,0.892395506,6.485938158,6.120458923,3.910713728
XPO7,0.541287385,2.186620787,-1.639507162,1.609316338,-0.590753996,-1.320592148,2.486923673,1.434569528,0.567921609,0.763201139,1.501375215,0.626524903,0.516139315,0.790462364,-0.237865093,-0.082252433,-0.066015682,-0.069423224,0.299580797,-0.100116539
EEF1A2,0.445734695,0.35680591,-1.483570303,1.521713631,-0.590515529,-1.224247044,3.11898358,1.166395469,0.841769345,0.11674441,-0.463020868,0.141491555,0.457702844,-0.227270631,0.062805613,-0.09642662,-0.12226745,0.052581558,0.390532018,-0.056537628
BRD1,0.406329367,1.336585427,-1.771806489,1.595969895,-0.590753993,-1.305885959,2.027239203,1.679741415,2.11363994,1.732886232,0.73075872,1.343530722,1.626432252,0.743163875,-0.050790236,-0.125718553,-0.124314452,-0.235627805,-0.518980189,-0.109687215
NRXN3,0.583480391,1.441841743,-1.740709652,1.6089651,-0.590753996,-1.320205126,1.830233432,1.770461292,5.095537506,0.795523975,0.392769029,0.916490492,0.76157249,0.748056822,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
FOXK1,0.490196588,0.542981505,-1.645647803,1.518146464,-0.590700614,-1.220174766,1.729120346,1.901301806,0.06891018,0.75242686,-0.202092826,0.97448361,1.649806841,0.213094607,-0.288389819,-0.135016701,-0.124314452,-0.25450114,-0.60993141,-0.117379494
ZNF777,0.529438142,0.883579794,-0.764701972,1.603491519,-0.590753687,-1.314174126,2.218057986,1.565121382,-0.667435954,0.957138158,-0.093936125,0.847953171,1.01869296,0.372930879,-0.055165405,-0.105444671,-0.086734747,-0.064473758,0.093017933,-0.105927522
STRBP,0.462801214,1.370617019,-1.260913015,1.609079696,-0.590753996,-1.32033134,1.375296124,2.008339376,0.123679727,-0.120289724,0.210254596,-0.116841423,-0.182760871,0.113604683,-0.280818228,-0.134955756,-0.124314452,-0.259626223,-0.60993141,-0.116866166
MYH9,0.585480812,3.035228248,-1.789362425,1.609318021,-0.590753996,-1.320594002,2.795317885,1.252036882,0.677460704,3.521416515,2.353109236,2.914617001,3.122405895,2.214309967,2.441541712,-0.127134166,-0.124314452,-0.018908861,1.209093004,-0.102739087
BRPF1,-0.200603978,1.564935673,-1.769287252,1.608404649,-0.590753996,-1.319587575,2.156116535,1.583275332,0.148021748,1.183398013,0.805116452,1.36989123,0.925194608,1.007383018,-0.14736786,-0.127630864,-0.124314452,-0.198779985,-0.518980189,-0.105773866
DENND5B,0.525846294,1.687825015,-1.357077031,1.609184921,-0.590753996,-1.320447331,1.158720212,2.108229087,0.135850738,0.536941284,1.095787586,0.869041577,0.691448726,1.095456066,0.110374281,-0.071272695,-0.075876759,-0.065101187,0.020538359,-0.052191388
NEURL4,0.5649879,2.009757741,-0.852717829,1.609261196,-0.590753996,-1.320531297,1.870337935,1.727125164,-0.296220134,2.228503057,1.1904247,2.245060097,2.210796957,1.565178986,-0.373165277,-0.135155031,-0.124306315,-0.263439206,-0.700882631,-0.117385764
TRIO,-6.711087286,3.863556507,-1.815302698,1.609318021,-0.590753996,-1.320594002,3.208641244,1.014954025,3.032551231,4.997492712,4.516243258,4.88986259,5.565050358,4.068736913,-0.373165277,-0.132213608,-0.119135306,-0.252464724,-0.337077748,-0.117385764
AEBP2,0.316923755,0.485494089,-0.525925501,1.489599452,-0.590648284,-1.188759275,1.70036585,1.922989519,0.306244884,-0.443518088,-0.053377362,0.030777422,0.212269669,-0.139197583,-0.373165277,-0.134326823,-0.122462182,-0.240009222,-0.428028969,-0.117385764
AKT3,0.535694872,1.162177984,-0.528917096,1.60830541,-0.590753992,-1.319478228,1.827058009,1.748007386,3.848008933,-0.3357753,0.034499957,-0.396262809,-0.557923011,-0.201174913,-0.355068185,-0.1083831,-0.095516755,-0.130352854,0.936239342,-0.117356537
DDX46,-0.057661758,2.160618254,-1.651257043,1.609312535,-0.590753996,-1.320587947,2.877831369,1.185455497,-0.539640344,0.386101381,1.47433604,0.457817652,0.056828657,0.699127351,-0.085130726,0.012508077,0.140970473,0.09559678,0.117678356,-0.079525957
NAB2,0.402714183,0.581635532,-0.870824848,1.578874317,-0.590736401,-1.287062147,1.536592584,1.925810115,1.225156175,0.11674441,-0.283210352,0.004416914,-0.068225389,-0.126149724,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
BRSK1,0.355367792,1.183757875,-1.538383398,1.594654969,-0.590753972,-1.304437081,2.499222522,1.399588619,0.294073874,0.407649938,0.440087586,0.74778324,0.808321667,0.286488813,-0.216603335,-0.121262996,-0.113477004,0.133627425,0.481483239,-0.10494001
ANKHD1-EIF4EBP3,0.569791611,3.142434591,-1.558360163,1.609318021,-0.590753996,-1.320594002,1.632756198,1.846103138,-0.965625711,2.228503057,2.87361336,2.587746702,2.339357191,3.285865379,-0.350546232,-0.133635883,-0.122459864,-0.250361703,-0.401861029,-0.116389035
CSNK2A1,0.370392368,1.318611419,-0.639881631,1.608455125,-0.590753996,-1.319643194,1.792360834,1.760239361,-0.44227226,-0.508163761,0.338690679,-0.43316752,-0.526367317,-0.344701361,1.040810249,0.674254986,0.643776443,0.837551532,0.976674436,0.516662333
PDE2A,0.51372117,1.500184277,-1.670603999,1.581029456,-0.590753995,-1.289423357,2.319003664,1.497975402,1.212985165,0.590812678,1.143106143,0.753055342,1.01869296,0.552338939,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
KALRN,0.584399649,2.422204112,-1.549995508,1.609310486,-0.590753996,-1.320585713,2.254504365,1.503420446,4.371362383,1.969920366,1.940761813,1.86019668,1.673181429,1.729908205,-0.102249761,-0.135016701,-0.12430919,-0.256949738,-0.155175306,-0.117178424
SERBP1,0.41514248,1.323325494,-1.030796423,1.608983694,-0.590753996,-1.320225614,1.462068933,1.924905955,0.671375198,-0.3357753,0.298131916,-0.190650846,-0.30430873,-0.316974661,-0.141708763,0.703281049,0.974208645,0.545940315,0.572434459,0.199464544
CLASRP,0.560213106,1.350534251,-0.951834076,1.523753082,-0.590753981,-1.226311629,1.8310054,1.802914323,-0.338818671,0.332229987,0.947072122,0.821592663,0.457702844,0.116866648,-0.088056122,-0.059231229,-0.024863577,0.251817243,0.599900818,-0.076046347
RTF1,0.436633965,1.175154357,-1.092635829,1.593779063,-0.590753968,-1.30347194,2.148156374,1.570536711,1.572029974,-0.260355348,0.595562844,0.204756775,0.043972634,0.175582013,2.11423048,0.004315629,-0.120682125,0.504652168,1.390995446,0.086937683
CDK19,0.455969792,1.062812664,-0.651434696,1.604475016,-0.590753956,-1.315257619,1.85561197,1.710928909,0.866111366,-0.260355348,0.014220576,-0.264460268,-0.312489836,-0.163662319,0.162311513,-0.029721862,-0.03458811,0.322795544,0.706691194,-0.031461538
CUX2,-1.741752717,1.69624194,-1.387721192,1.608478784,-0.590753996,-1.319669264,1.624275784,1.828948975,1.164301123,1.732886232,1.136346349,2.002543423,2.47960472,1.441224326,-0.355941291,-0.132484492,-0.124314452,-0.211132858,-0.700882631,-0.113369294
NR2C2,0.466466271,0.886658221,-1.015484183,1.595006556,-0.590753435,-1.3048249,1.54902039,1.877445424,0.287988368,0.052098737,-0.161534063,-0.00612729,-0.143024072,0.020638688,-0.177077842,-0.133593363,-0.123259655,-0.23079804,-0.246126527,-0.115742035
CDC73,-3.436333534,1.605169433,-1.073308554,1.609216682,-0.590753996,-1.320482317,1.923885122,1.659230497,-0.290134629,-0.184935396,0.622602019,-0.222283456,-0.384951059,-0.11636383,0.038948903,-0.127644559,-0.117806076,-0.180437292,1.209093004,-0.110493067
TOP1,0.470179022,2.001608274,-0.589437838,1.609316555,-0.590753996,-1.320592387,2.277053535,1.470432177,1.651141542,-0.044869772,0.980871092,0.078226336,-0.151205177,0.265286043,1.749775771,1.629246236,1.959863594,2.643090102,2.755263756,1.048274619
AP2A2,-0.501575504,1.542029682,-1.761080049,1.609152464,-0.590753996,-1.320411538,1.893478652,1.674534724,0.586178125,0.9355896,0.683440164,0.932306797,1.264126136,0.549076974,1.490699752,-0.09304652,-0.091956479,0.29245479,1.118141784,-0.056561834
HNRNPD,-5.222733601,0.51513722,-0.291065657,1.505136585,-0.590679541,-1.205855586,1.275926956,2.093976986,0.939137429,-0.755972173,-0.262930971,-0.422623317,-0.296127624,-0.403416726,4.892191634,4.640755618,5.514984327,8.266398627,6.120458923,3.690793838
GRIA2,-3.002571776,1.226355038,-1.233752487,1.598350518,-0.590753984,-1.308509128,2.111029433,1.566814718,5.205076601,0.332229987,0.379249442,0.210028876,0.18889508,0.457741962,0.039277926,-0.131723111,-0.121452521,-0.191120546,0.390532018,-0.112411459
SFSWAP,-0.836280343,1.381471431,-1.653126789,1.607914716,-0.590753996,-1.319047727,1.663119109,1.79577501,0.999992481,1.194172292,0.453607174,1.048293032,1.322562606,0.653459845,-0.105059811,-0.07033174,-0.047606762,0.035509214,0.274993954,-0.068971691
SUPT5H,0.536438172,2.189737884,-1.570365904,1.609317373,-0.590753996,-1.320593289,2.824248203,1.174365133,0.665289693,1.161849455,1.149865937,1.10628615,1.007005666,0.790462364,3.131867257,0.628442414,0.290003994,3.034059584,3.028117419,0.881081843
MFAP1,0.389010872,1.065915066,-0.417165299,1.57746658,-0.590753833,-1.285497615,1.55196156,1.87937538,-0.052799925,-0.260355348,0.325171091,-0.23809976,-0.531042235,-0.266414208,-0.031887768,-0.127219896,-0.124314452,-0.194524424,-0.337077748,-0.106469253
EXOC8,0.492353359,0.748460361,-0.585993568,1.577843321,-0.590750133,-1.285915589,1.521194837,1.894013642,-0.156253514,0.159841526,0.000700988,0.32074301,0.340829903,0.200046748,0.42252709,-0.114788616,-0.098348642,-0.160115997,0.299580797,-0.110154179
DSCAML1,-0.679104217,2.447817712,-1.806485367,1.609315803,-0.590753996,-1.320591559,2.005814563,1.60735227,0.896538892,3.844644879,2.001599958,3.557813398,3.82364354,2.463850268,-0.373165277,-0.1351292,-0.124250005,-0.261850369,-0.60993141,-0.117385764
PPP2R5D,-3.394961632,1.172470042,-0.985627284,1.603261127,-0.590753983,-1.313920036,2.011119432,1.605093261,0.330586905,0.084421574,0.183215421,-0.021943594,-0.14653026,-0.000564082,-0.128385822,-0.130600775,-0.124192281,-0.190422166,0.208629576,-0.113297175
U2AF2,0.470552471,0.855574508,-1.559442648,1.602452135,-0.590753533,-1.313028967,3.006098226,1.07527095,-0.503127312,0.21371292,-0.20885262,0.104586844,0.097734187,-0.207698843,9.479206184,2.309880487,0.224084954,6.008779486,6.120458923,3.154297253
FBXO11,-5.917055739,1.694329777,-1.19218507,1.609268265,-0.590753996,-1.320539102,1.873211669,1.670330551,1.529431437,0.353778544,0.825395834,0.378736128,0.177207786,0.529505186,-0.108570045,-0.125366032,-0.114293255,-0.171158665,0.117678356,-0.107291742
GFPT1,-0.194248778,1.257380409,-0.962265293,1.547203573,-0.590753962,-1.25215129,2.173658611,1.565210516,-1.367269056,-0.066418329,0.541484493,0.041321625,-0.271584306,0.157641207,2.603831644,-0.100057035,-0.124312345,-0.105162591,0.936239342,-0.056319971
UBR4,0.552541661,5.360148325,-1.813236136,1.609318021,-0.590753996,-1.320594002,3.025747634,1.053031468,-0.131911493,7.389382608,7.037646351,7.218813475,6.733779766,7.470966122,-0.258476288,-0.127303039,-0.114765641,-0.197335658,0.754336901,-0.11658888
NEDD4L,0.531735302,1.860120763,-1.690679172,1.609236558,-0.590753996,-1.320504116,1.577621959,1.82319702,2.071041403,0.536941284,1.38645872,0.600164395,0.597950373,0.607792339,0.671818501,0.222318444,0.378282413,0.801236606,1.300044225,0.038731399
EFTUD2,0.509640753,1.799504044,-1.659070615,1.609297102,-0.590753996,-1.320570965,2.07023282,1.558218597,-0.600495396,0.75242686,0.58880305,0.536899176,0.469390138,0.602899392,0.420150597,2.377607429,3.504212758,6.647074429,6.120458923,0.153311972
KCND2,0.453801731,0.841689102,-1.464223347,1.561596073,-0.590751816,-1.26801175,2.205999306,1.523254256,2.874328095,0.052098737,0.081818514,0.167852063,0.153833198,0.045103424,-0.320184701,-0.135122114,-0.124310673,-0.261406167,-0.428028969,-0.117309323
EP400,-3.646785315,3.616932067,-1.813137728,1.609318021,-0.590753996,-1.320594002,2.117513087,1.525378266,0.622691157,5.676272277,4.441885526,4.944797889,5.79879624,4.111142455,0.631748827,-0.072885864,-0.04954119,0.227151467,1.027190563,-0.072981466
DCLK1,0.541879743,1.195340604,-1.063822051,1.514729347,-0.590753898,-1.216368594,2.667759514,1.316003768,4.663466635,0.149067247,0.527964906,0.246933588,0.294080727,0.206570678,0.190422747,-0.132421191,-0.12034612,-0.218173118,1.572897887,-0.116763745
ADRBK1,0.572647405,1.393149528,-1.642203533,1.605967033,-0.590753996,-1.316901614,1.811838694,1.687582877,0.306244884,0.493844169,0.487406143,0.48417816,0.574575785,0.141331383,0.41500459,-0.124732669,-0.124127602,-0.088113004,0.481483239,-0.106028369
SRF,-1.339059616,0.397509651,-0.758305471,1.53612323,-0.590601223,-1.240059049,1.666130626,1.826839967,0.750486767,-0.206483954,-0.502903651,0.094042641,0.352517198,-0.153876425,0.367450037,-0.080836926,-0.079052347,0.063960014,0.936239342,-0.069876541
BAZ1B,0.534660552,2.234493579,-1.747047109,1.609316953,-0.590753996,-1.320592826,1.738971966,1.722675373,0.397527463,1.129526619,1.514894803,1.211728182,0.738197902,1.436331379,-0.373165277,-0.078197975,-0.021173549,0.050517924,0.572434459,-0.117385764
ZNF628,0.512199068,0.57126915,0.353308036,1.577245696,-0.590733978,-1.285269455,2.479273791,1.356422296,-0.643093933,0.763201139,-0.019578393,1.69676153,2.432855544,0.744794857,-0.279985959,-0.132874714,-0.120969726,-0.243174169,-0.445269318,-0.116126737
